"Question","Intent","Answer"
"What is the consequence of damaging library books?","library_damage_penalty","Students are referred to the Disciplinary Committee."
"Who handles cases of library material damage?","library_damage_penalty","Students are referred to the Disciplinary Committee."
"What happens to a student who damages a library book?","library_damage_penalty","Students are referred to the Disciplinary Committee."
"What is the punishment for damaging library material?","library_damage_penalty","Students are referred to the Disciplinary Committee."
"Who is the librarian of GPGC Mansehra?","librarian_name","Zulfiqar Ali Master in Library Sciences."
"What is the name of the librarian?","librarian_name","Zulfiqar Ali Master in Library Sciences."
"What is Zulfiqar Ali's qualification?","librarian_name","Zulfiqar Ali Master in Library Sciences."
"Who holds the position of librarian at GPGC Mansehra?","librarian_name","Zulfiqar Ali Master in Library Sciences."
"What is the qualification of the librarian?","librarian_name","Zulfiqar Ali Master in Library Sciences."
"Who is the Institutional Representative for the Digital Library?","digital_library_contact","Mr Muhammad Abid Lecturer."
"What is the name of the Digital Library Institutional Representative?","digital_library_contact","Mr Muhammad Abid Lecturer."
"Who is Mr Muhammad Abid?","digital_library_contact","Mr Muhammad Abid Lecturer."
"What is the contact person for the Digital Library?","digital_library_contact","Mr Muhammad Abid Lecturer."
"What is the email of the Institutional Representative?","digital_library_contact","mabid.msse@gmail.com"
"What is Mr Muhammad Abid's email address?","digital_library_contact","mabid.msse@gmail.com"
"What is the email for Digital Library inquiries?","digital_library_contact","mabid.msse@gmail.com"
"What is the phone number for Digital Library inquiries?","digital_library_contact","0997-380325"
"What is the phone number of the Institutional Representative?","digital_library_contact","0997-380325"
"What is the contact number for the Digital Library?","digital_library_contact","0997-380325"
"What is the official website of GPGC Mansehra?","digital_library_website","http://www.gcmansehra.edu.pk/"
"What is the official college website?","digital_library_website","http://www.gcmansehra.edu.pk/"
"Where can I find GPGC Mansehra's official website?","digital_library_website","http://www.gcmansehra.edu.pk/"
"What is the college website address?","digital_library_website","http://www.gcmansehra.edu.pk/"
"Where can I find admissions information online?","digital_library_website","http://www.admission.hed.gkp.pk/college.php?college_id=50"
"What is the link for admissions information?","digital_library_website","http://www.admission.hed.gkp.pk/college.php?college_id=50"
"Where is the online admissions information located?","digital_library_website","http://www.admission.hed.gkp.pk/college.php?college_id=50"
"What is the website for college admissions?","digital_library_website","http://www.admission.hed.gkp.pk/college.php?college_id=50"
"Which journals are available through Brill?","digital_library_resources","Brill publishes 200 journal titles including 16 e-only titles and 6 open access titles focused on Humanities Social Sciences International Law and selected Science areas."
"How many journal titles does Brill publish?","digital_library_resources","Brill publishes 200 journal titles including 16 e-only titles and 6 open access titles focused on Humanities Social Sciences International Law and selected Science areas."
"What is the focus of Brill's journals?","digital_library_resources","Brill publishes 200 journal titles including 16 e-only titles and 6 open access titles focused on Humanities Social Sciences International Law and selected Science areas."
"How many e-only titles does Brill have?","digital_library_resources","Brill publishes 200 journal titles including 16 e-only titles and 6 open access titles focused on Humanities Social Sciences International Law and selected Science areas."
